Id,SalePrice
2094,471992.3429350317
1460,265498.7928661876
1471,210893.89937227115
1509,140744.52937026275
1922,146590.87204196551
433,500432.22424042656
460,243579.30801809748
1116,239164.14889085846
1137,169378.2287197794
53,177828.52883874293
2354,290206.78001756687
1475,186364.27210351115
1761,96471.94508399973
842,177743.7837841703
2739,145875.21882686173
2509,147399.99490914817
1007,153021.06980544399
2610,177531.71486357928
1952,104421.48630444345
2719,166456.3769320022
2921,85999.63046776592
1966,134932.50678141817
292,121699.76160441335
1204,177694.16382446513
1829,240353.17228637647
2419,178380.14809488723
391,139259.0180115252
798,124346.88301942828
481,186532.954754101
193,168483.9529683133
555,118090.4992912546
899,47970.859169604075
2357,213399.42364530894
328,183909.75878327133
1356,154117.63460455407
1154,251763.07385804842
1730,166026.6165693548
2249,136066.52602709865
1119,283604.709983575
2856,151348.1549842081
1394,156570.24655816323
2587,121122.95467112299
61,315851.8403740211
2661,196853.57879196652
2711,237459.2876184292
1147,168186.79957045923
757,101823.36576217905
2623,9582.057929171533
2378,135019.1641379788
1413,103461.03706227525
1722,193727.3808247599
1112,265471.7374154244
1623,190415.46973911373
1201,204568.54549316602
1513,101902.50707373125
957,665145.9642765765
1171,247256.1022827441
1145,157269.33925122363
2726,251571.11135217609
703,158678.48952651725
760,42546.73309145671
1964,128120.85702166356
2512,173050.7439394817
159,53128.53901157039
1281,165233.4735755814
468,183683.16592628032
290,115182.42779890301
665,136572.31913665202
1463,232545.73007155588
1792,236037.6984218098
923,268615.6635011075
500,249294.94135441625
1408,265437.42657215026
331,193857.44782823385
170,61440.00281557337
2192,83326.39883251795
2571,5141433.220339346
2314,178756.3231504292
2647,170817.13079802893
422,350906.641176896
2457,505778.18957275036
1838,177077.42893531878
2805,280105.9184657705
1645,122579.45808450262
1711,278620.6661993384
2825,268407.3917309394
322,473719.43582511257
2103,244405.72518553722
342,152828.87798201252
600,34045.938079665975
488,171434.17570416824
1725,320415.8489547227
2246,230725.8256848674
2847,165785.81098336203
806,245177.9055657262
530,227871.47944086083
963,157041.49726713737
2678,161408.21425886848
171,113689.66227354143
2401,398171.20093962253
805,137870.0328190616
2259,365188.7958254577
1748,187214.27121981943
1361,123910.70717947408
1677,105894.91152146876
1406,159850.7283871498
2322,268586.4453788118
688,142650.23786451205
143,170495.50341286574
804,189573.56241443488
1214,154601.56322248015
2828,117992.97211317462
1999,4600954.580009551
2467,182966.23675290236
2665,169981.24332579743
1538,214650.9347104485
398,146741.25256902978
2822,136915.10346709177
2157,137414.51878175276
1856,203519.53300994623
1269,23898.53418858782
2570,132051.9663677877
2320,237943.9383772921
1517,111416.13249423452
2304,158621.58364504215
1312,77236.49946284508
2012,121082.68169190151
506,235945.48357467714
2865,323736.4281791063
2367,103082.08187204854
554,102656.11549899941
238,139541.36463345168
1954,119384.0692006798
2488,167789.02401645668
2291,52986.106200672584
1969,226884.56276039954
2725,107339.5647860296
1482,151265.51709797108
2763,186803.3583609049
503,240315.02815765017
1584,229022.72719561492
1531,118736.79746254292
2210,186986.3054767172
459,387062.43084225454
556,116985.26419329905
1347,112833.72108969996
1290,95250.20301857099
1388,113598.45849919757
1571,378793.63319928804
2754,187519.91721409027
765,230912.8927317703
2494,141209.9603996662
2870,300303.1534592097
7,165540.6899452085
1114,260436.48407589187
2418,276281.1145237305
291,18413.198807355264
18,210766.01948533938
39,309582.3172275941
1001,220620.36571867522
2442,234749.78542766572
616,87970.1436565307
2680,28381.44243576175
1414,121265.12420621826
289,135941.36329472836
40,250994.867336046
860,138216.76835638503
409,114211.6302032312
673,176299.31504523937
2427,177782.23772274455
2036,219240.08590851267
2564,149113.69186554124
642,133329.99904507666
1008,227184.60931154955
1908,177564.5028735202
2519,136705.12720387813
1369,92277.01171544379
2855,173320.10223566598
712,93051.23459054052
1943,55475.032489136756
1958,102836.63604799371
107,122798.87439091886
2295,194005.16946563317
704,130374.55921096275
676,51184614.60047299
259,194513.51405137387
93,281570.6857556299
106,229181.68879338357
2315,173719.88195484542
1050,112096.27550215811
1095,174625.40353475578
2709,150851.7226913041
758,101908.0709384813
1496,122973.79263684998
2370,119046.08408566249
2458,294327.1150325405
2733,165957.4850205089
161,139047.75941075874
726,152649.25346418945
845,184384.81618426804
947,258371.10926128464
2232,134362.6902373364
2563,175235.28004508268
2299,99106.52008500195
211,85085.4473877392
605,130696.95586699557
1478,193099.42959628403
2247,202045.8322563911
2274,202140.71367386455
2869,226986.5455995932
967,213914.40467460518
2656,120736.73020116599
667,157420.479214211
1042,123808.68602950456
2023,140507.03147989826
2447,359544.88799948327
2055,108221.39948566821
2275,316816.2418118786
2204,263252.8849421134
1563,292054.0993633837
483,230128.44873048927
796,148949.84744271715
1526,175997.65106994656
2042,339371.8182691479
442,369603.53425307863
1693,318652.93668090214
1468,206887.8094920116
1430,166805.42079831267
2605,88827.26237814139
1529,192681.9477078513
335,115696.45783174416
1287,114159.94836462189
31,104677.08955151594
1785,403561.78863538645
82,163792.06674667462
2620,101932.32984004953
252,169178.8105112615
721,72579.6062424354
2165,176946.04270027505
2316,192390.53767081082
775,151741.084815886
1558,134425.5191587573
17,131950.91424690597
1022,282237.4940537448
925,127806.9326792181
438,252063.17615535457
1270,161931.6886793992
1272,127920.9422645481
215,87187.83658696435
266,239090.85553093106
2402,226473.562770279
1250,146210.49630958555
1984,108462.75781889711
1279,117551.93245273599
377,236959.53981286776
1252,55052.94813519333
2156,240332.801257656
499,338245.56471819384
1374,119581.62232949423
2898,299410.28594732104
401,139099.79054534397
2721,113663.7722477007
2078,296803.48244551185
2589,167886.80540436442
1946,149779.5445086628
1334,104841.9617417673
2781,236052.22863163456
431,359633.06431875494
576,201107.30342651435
1474,201666.30397558864
2254,572.5791048783249
2155,260047.63309849036
885,3368.5198477459985
643,145848.71265828263
1944,114276.96783816571
480,200209.7546960421
2845,88302.8176475357
2387,293993.96742884256
2407,191772.4134329066
2527,187682.72388685457
2514,136686.5482594479
629,250041.37157602195
80,41236.254411245056
1876,141235.02583695503
1546,97127.11193963792
2518,173830.42368503448
2347,153020.95351495524
783,274236.4844616095
1322,14556.001683682927
194,105517.86833852374
1770,288408.7215286273
2143,146949.35505895384
1229,252852.0665716054
511,295413.7274520564
46,241917.1108102623
1348,120906.90040355489
2465,170942.8148441371
387,202091.12778061855
873,175223.03905427057
1918,138933.90679614272
2764,201642.8867701808
2184,146586.6562315956
934,188858.74677994623
1920,150441.39165141783
2631,149383.3173321415
1768,838825.6287485241
2040,75487.57784038418
1749,200122.4205961339
834,223468.62200877813
1457,238653.7645559469
79,140760.0143798914
2302,137423.68642016064
1817,147741.8942397516
2755,212263.40972782316
359,187079.2052170377
2059,136242.81517670877
2092,276922.8225528903
2516,231795.53829811877
150,137655.0290234024
1656,111912.8109961383
83,93434.20810164281
2411,31665.380981511986
795,752837.8492713972
2312,250289.52551508567
2917,107897.64743117502
1624,180889.75042780174
2215,355792.2172430234
1211,171712.787558292
1485,154030.21150702235
1024,179292.7842624665
570,196519.4213466616
2874,163181.4105615727
700,117415.20269582928
2756,213276.66022682653
2022,199428.61853139254
583,175965.85773026876
2392,463163.3258459319
2424,184191.4836977542
212,193917.34305003172
736,149708.6492372277
1610,221765.72670315654
890,130535.57436664046
467,177263.23360011628
578,154157.68698797456
1747,163636.4382736289
1149,148872.87036750445
2758,294511.487290011
857,133018.07142336597
2219,345421.39481902047
733,134994.70095446744
2909,115895.45643626849
1798,237744.99329076445
235,266640.1540465982
2366,123600.11793189996
1027,155200.04846528513
1195,140014.702617142
1303,81598.99707559404
148,187570.27968513212
608,122432.19185460739
2515,243149.09456066188
821,260117.39293239563
2500,296415.08926476527
745,137719.24969583045
741,142055.0923375616
1611,27273.67326808111
2532,137193.57283648438
1081,215335.11430128236
1692,440415.9393550273
2520,166500.3554172643
276,131526.3763718751
1992,90504.09563762417
663,168560.51418468123
418,168581.5527626033
1733,201352.55680670775
2359,151181.08379321123
253,202839.55608336176
1518,3.482404997817521
2035,119437.4148208045
2919,80228.8526533573
1540,278666.80882158387
2120,150683.03495218686
1674,176568.43070961963
256,149575.38643778607
2361,90717.79671720287
978,97670.49481384018
2280,472438.84880731814
2095,203933.18442616958
1709,311407.444223984
2801,238487.3659889408
1246,108928.03609727907
2373,95903.73211905466
1055,310236.64509348426
2017,143576.7647649529
1099,265584.9661737768
1344,12569.626093566814
835,273594.66992215137
1117,211288.07641696846
2043,92236.47591095882
2085,76313.37329198027
410,136795.2182219312
2650,125139.48496785386
2867,217251.50630575386
1668,125898.58028587392
1161,142888.9363583089
2122,254734.44826924696
2539,171669.78572862584
1047,140080.79438979947
1445,144288.7380579783
541,148576.67268122442
569,209236.31714914675
1276,143279.14742147486
918,166150.0063548145
326,167527.86214760496
1936,119257.43772493284
895,121996.28574068063
257,239464.2447040897
1241,180540.36831952742
1545,204340.60309239768
1189,679345.7622073726
270,149868.87408063572
2066,101275.75199173632
693,104978.63949575933
1259,176395.00084492317
2916,161662.07649181693
2321,282393.55744720844
1977,193959.75847186294
1895,166962.1175694461
1240,233010.62322724718
85,164024.0541005103
1823,132940.8083037748
825,328197.1118773016
110,223597.3319235415
697,99577.97313264896
2297,128874.52363886398
1231,131953.91082572896
1355,194806.9001740359
968,323698.10326247313
584,246815.47054304037
1315,104182.36739657917
1606,102555.03156696717
206,66513.76665453182
1685,363534.45250566135
2016,151631.46398973375
869,204731.24127710817
2135,138200.0247799668
2346,183907.83634389003
2430,246372.55852941333
2198,70675.05254803473
2652,144835.21020950412
27,132084.0444667065
241,160165.9312572726
906,81290.36394187494
1506,128155.22659076675
2098,431966.636983775
1435,201682.39680500634
2213,134531.11255258406
1274,123065.98561848726
743,57626.47852745576
1737,181736.8828422746
2797,272132.7792652179
2185,136850.6684339294
58,194085.99610651023
830,181392.14072108106
808,99885.47022913356
680,151030.90194270812
1153,97311.42933962421
1291,113198.30996860079
1818,371515.31402681815
2161,168280.2814964098
1883,118270.79139305944
350,617535.8683604129
2473,176502.46846323326
295,207746.5451324558
293,212535.59140784337
859,88756.23888701091
288,49432.35388496347
1578,183855.6079446248
102,160377.04980402382
2831,120180.54682540311
1030,145771.2561890227
2551,170416.6615515891
1286,169675.32282679153
958,319842.8771353607
776,141860.55197110446
72,263682.1640385395
2263,247275.94735410393
1866,145983.66495899585
2876,102782.61474628693
2146,248907.03952754627
103,169175.12236412062
1500,133741.85000135194
492,203162.4408329422
167,145318.4042160447
2597,159665.33718396915
2685,117545.0678380863
1035,136361.27347685088
1220,134902.36423430016
2602,202742.17143283723
2159,191171.65461569914
695,265203.78464085935
1109,298077.06572661136
640,136833.7559497533
1652,261510.2833587782
2090,94581.30079604044
1188,146637.64727396247
2345,247116.58696024245
1059,342060.08678391675
2751,263000.24920643953
128,195016.16674125323
1523,251944.83206360307
2925,151098.87261181948
2145,307156.41422719153
1121,226873.3014007436
566,223257.45106830943
565,117052.44145480417
1331,127434.06875168996
2928,193888.25265396852
156,142940.47185359066
797,174684.5601080044
327,99508.00117573008
2859,112330.74433902203
1453,133496.38888190378
1762,317052.18330468854
1868,238548.08604364557
1760,181434.57417899073
1113,232325.9452325354
1812,210196.48805632244
117,101234.32397715756
1142,210685.19719477615
2342,492298.1793199217
927,119600.31256618249
2478,188411.28893451876
655,101753.15865223599
2064,111415.6410629016
369,275248.2200153808
2239,108028.93782087459
2732,178089.9167684808
1653,166045.46212941923
959,198760.5562677873
2395,318705.88002776867
1412,126931.73092838112
271,225071.16160314903
1484,153662.63597343367
1497,188341.9493030964
552,352131.41805187037
2,173556.05415223702
1855,372271.38428538485
4,199716.59697977334
2292,161675.39863132162
134,115047.1391776719
646,71498.91733804235
42,250356.17895879757
532,223939.25018606678
713,85473.41953268685
2561,135858.41395250597
2360,148782.07703319433
1333,97724.71547173338
1407,292910.29450037685
2892,340223.9623954134
574,197771.68026398006
1227,193793.50220522424
2591,188513.52033498907
1476,214454.060734021
1125,237304.16382310906
1446,173486.52512093203
408,151053.2875789445
1101,282315.32671037596
2251,199682.5511901952
373,171105.25441229445
2554,125737.36955672952
2382,221695.4427801396
1985,90673.35856206276
519,276036.13857465127
1093,188231.18855256098
864,252675.04553181672
2889,166351.30033276818
2308,172636.30689492085
986,71713.41045950152
1302,142650.97972495345
585,108370.39211235502
2708,151559.36694000897
147,147380.32265531216
1441,222626.12668872316
383,207274.3197383392
285,121502.37555380195
181,90050.17995760732
358,288164.93356585753
780,202826.65620824634
258,200978.65228006794
1865,209836.8326805198
692,136082.53661541783
2902,371717.96562899876
508,274027.104908201
2638,138457.89871033796
36,135096.6889902446
611,186048.82109997232
2281,162570.72479209784
1678,99699.93502021437
1696,575932.4019544033
1557,83071.53948805762
2180,156964.13806567737
1726,190499.67195786186
951,156921.7220289234
267,207772.87246032176
2706,169092.37070024418
2221,289235.37311587145
1357,653016.552168625
2901,319982.48122620233
347,155107.86946443102
2164,169167.02788150328
1586,254818.74155855482
360,160353.60261245831
1769,244638.1552439844
2617,50400.324241975024
1879,297278.173046672
991,293128.59863661526
1535,156699.35248557446
1191,132919.8511100219
1579,211345.31044155709
1882,183635.27552860798
1510,132243.09363953394
2196,112817.69374344667
1845,173053.86158192955
2336,416238.8414756335
942,81403.72702879315
861,144140.939584402
2555,127651.07509339349
1392,162746.23807789676
2099,243045.68453092693
1543,120176.23454896906
948,409347.47981786146
1239,304214.74028455094
22,179767.9335001231
2796,239010.83895376968
2747,163307.01979197466
92,233816.96576059068
210,176803.40640199833
1858,132739.26008139196
2228,175725.34135066046
447,220782.07533128213
827,218007.8814853127
1649,213975.44293967588
682,156233.48657551323
2698,102786.92321391497
494,152772.92936194528
214,74212.84119457749
2441,260439.93414855137
2679,214013.39580197848
1336,132595.00404128435
465,189245.39503162017
1524,132390.09463084373
2543,131928.3673704589
631,190573.33010125777
2452,298683.09036947193
228,165632.8220525518
126,195683.70939070656
1092,251409.32005913334
1122,203292.85641340286
932,218189.76765275543
1980,95497.56497666145
2171,125202.9916944657
551,183911.22357772884
2768,167571.37461356958
2056,154189.6274817351
1159,357205.07433881017
2645,44308.97804677992
1174,179118.79639845763
2266,168869.68636881476
2462,440379.99022127694
1219,135310.71328974116
2922,180697.61344411754
118,172007.1789892277
474,165399.91614520326
2576,189691.30611048368
872,298301.06085449323
1077,178412.11976295212
1536,145522.19680877498
1150,156011.51343765375
2341,362392.48872357514
1931,133549.10290307584
2785,126318.06445203332
2538,137240.29847075016
597,199803.82543353149
464,169230.28531847644
233,120338.37183930486
2169,140286.55660366552
2123,189091.62984248257
1867,193261.84193048454
137,308288.84682506224
515,235095.4835680963
933,105036.62445548452
2784,192031.18630363265
972,161272.58518328372
599,192692.52549774604
2614,132337.44368593537
2582,145148.8051751074
1409,223289.47890346247
175,36944.285397496446
352,196808.66241427555
976,113970.10624954522
2134,193834.68608269372
984,122285.26290217774
2396,368777.13386174
1673,132842.66978501482
404,106894.69045298589
607,154828.1077942949
814,256678.3127579238
868,182318.29872377164
2271,166403.83033853682
1633,162780.03082213312
337,860279.9650151335
2765,202267.51659197657
1746,212787.39043832783
368,342184.7082699856
2806,209437.43587486504
1662,173007.55141846294
1234,252814.64374106572
1373,121608.89472517725
1672,122424.2505132128
1939,113071.04157176752
